Query_Name	Query_Start	Query_End	Strand	Target_Name	Target_Start	Target_End	Num_ResidueMatches	Aln_BlockLength	Prop_Match	Target_Middle	Query_Middle	Dist_Middles	Query_Length	Target_Length	QueryOverlap_Genes	TargetOverlap_Genes	QueryOverlap_TE	TargetOverlap_TE	Query_Contains_Esx	Query_Contains_PEPPE	Query_Contains_REP13E12	Query_NoOverlap_Wi_PEPPE_Esx_13E12_Genes	SeqID	Dist	QueryCoords	TargetCoords	QueryToTarget_ID	Query_Cluster	Query_Cluster_Start	Query_Cluster_End	Target_Cluster	Target_Cluster_Start	Target_Cluster_End
NC_000962.3	1702675	1702849	+	NC_000962.3	4053632	4053799	153	175	0.8742857142857143	4053715.5	1702762.0	2350953.5	174	167		Rv3612c	0	0	False	False	False	True	87.42857142857143	2060578.5	NC_000962.3:1702675-1702849	NC_000962.3:4053632-4053799	NC_000962.3:1702675-1702849;NC_000962.3:4053632-4053799	67	1702675	1702849	185	4053631	4054094
NC_000962.3	1702706	1702849	+	NC_000962.3	309898	310042	128	144	0.8888888888888888	309970.0	1702777.5	1392807.5	143	144		Rv0257	0	0	False	False	False	True	88.88888888888889	1392807.5	NC_000962.3:1702706-1702849	NC_000962.3:309898-310042	NC_000962.3:1702706-1702849;NC_000962.3:309898-310042	67	1702675	1702849	8	309898	310101
NC_000962.3	1722178	1728375	+	NC_000962.3	3276484	3282708	4556	6401	0.7117637869082956	3279596.0	1725276.5	1554319.5	6197	6224	pks5	mas	0	0	False	False	False	True	71.17637869082955	1554319.5	NC_000962.3:1722178-1728375	NC_000962.3:3276484-3282708	NC_000962.3:1722178-1728375;NC_000962.3:3276484-3282708	68	1722178	1728375	148	3276484	3282708
NC_000962.3	1722257	1728375	+	NC_000962.3	4293408	4299541	4593	6302	0.7288162488099016	4296474.5	1725316.0	2571158.5	6118	6133	pks5	pks2	0	0	False	False	False	True	72.88162488099016	1840373.5	NC_000962.3:1722257-1728375	NC_000962.3:4293408-4299541	NC_000962.3:1722257-1728375;NC_000962.3:4293408-4299541	68	1722178	1728375	192	4293408	4299541
NC_000962.3	1735509	1735826	+	NC_000962.3	2047595	2047908	259	329	0.7872340425531915	2047751.5	1735667.5	312084.0	317	313		Rv1805c	0	0	False	False	False	True	78.72340425531915	312084.0	NC_000962.3:1735509-1735826	NC_000962.3:2047595-2047908	NC_000962.3:1735509-1735826;NC_000962.3:2047595-2047908	69	1735509	1735826	87	2047595	2047908
NC_000962.3	1779808	1780054	+	NC_000962.3	1780334	1780580	231	249	0.927710843373494	1780457.0	1779931.0	526.0	246	246	Rv1574	Rv1575	0	0	False	False	False	True	92.7710843373494	526.0	NC_000962.3:1779808-1780054	NC_000962.3:1780334-1780580	NC_000962.3:1779808-1780054;NC_000962.3:1780334-1780580	70	1779808	1780054	71	1780334	1780580
NC_000962.3	1780334	1780580	+	NC_000962.3	1779808	1780054	231	248	0.9314516129032258	1779931.0	1780457.0	526.0	246	246	Rv1575	Rv1574	0	0	False	False	False	True	93.14516129032258	526.0	NC_000962.3:1780334-1780580	NC_000962.3:1779808-1780054	NC_000962.3:1780334-1780580;NC_000962.3:1779808-1780054	71	1780334	1780580	70	1779808	1780054
NC_000962.3	1780349	1780580	+	NC_000962.3	2971756	2971987	206	233	0.8841201716738197	2971871.5	1780464.5	1191407.0	231	231	Rv1575	Rv2647	0	0	False	False	False	True	88.41201716738198	1191407.0	NC_000962.3:1780349-1780580	NC_000962.3:2971756-2971987	NC_000962.3:1780349-1780580;NC_000962.3:2971756-2971987	71	1780334	1780580	126	2971756	2971987
NC_000962.3	1780615	1782817	+	NC_000962.3	2973775	2975987	1933	2231	0.8664276109367997	2974881.0	1781716.0	1193165.0	2202	2212	Rv1575,Rv1576c,Rv1577c,Rv1578c	Rv2650c,Rv2651c,Rv2652c	0	0	False	False	False	True	86.64276109367997	1193165.0	NC_000962.3:1780615-1782817	NC_000962.3:2973775-2975987	NC_000962.3:1780615-1782817;NC_000962.3:2973775-2975987	72	1780615	1782817	128	2973775	2975987
NC_000962.3	1788513	1789825	-	NC_000962.3	3883535	3884847	1308	1314	0.9954337899543378	3884191.0	1789169.0	2095022.0	1312	1312	Rv1587c,Rv1588c	Rv3466,Rv3467	0	0	False	False	True	False	99.54337899543378	2095022.0	NC_000962.3:1788513-1789825	NC_000962.3:3883535-3884847	NC_000962.3:1788513-1789825;NC_000962.3:3883535-3884847	73	1788513	1789865	177	3883535	3884921
NC_000962.3	1788513	1789865	+	NC_000962.3	103779	105130	1316	1354	0.9719350073855244	104454.5	1789189.0	1684734.5	1352	1351	Rv1587c,Rv1588c	Rv0094c,Rv0095c	0	0	False	False	True	False	97.19350073855244	1684734.5	NC_000962.3:1788513-1789865	NC_000962.3:103779-105130	NC_000962.3:1788513-1789865;NC_000962.3:103779-105130	73	1788513	1789865	2	103705	105130
NC_000962.3	1814852	1815128	+	NC_000962.3	2637257	2637533	263	276	0.9528985507246377	2637395.0	1814990.0	822405.0	276	276			0	0	False	False	False	True	95.28985507246377	822405.0	NC_000962.3:1814852-1815128	NC_000962.3:2637257-2637533	NC_000962.3:1814852-1815128;NC_000962.3:2637257-2637533	74	1814852	1815128	113	2637068	2637535
NC_000962.3	1814852	1815128	-	NC_000962.3	4053633	4053900	242	277	0.8736462093862816	4053766.5	1814990.0	2238776.5	276	267		Rv3612c,Rv3613c	0	0	False	False	False	True	87.36462093862815	2172755.5	NC_000962.3:1814852-1815128	NC_000962.3:4053633-4053900	NC_000962.3:1814852-1815128;NC_000962.3:4053633-4053900	74	1814852	1815128	185	4053631	4054094
NC_000962.3	1814894	1815098	-	NC_000962.3	309898	310101	188	204	0.9215686274509803	309999.5	1814996.0	1504996.5	204	203		Rv0257	0	0	False	False	False	True	92.15686274509804	1504996.5	NC_000962.3:1814894-1815098	NC_000962.3:309898-310101	NC_000962.3:1814894-1815098;NC_000962.3:309898-310101	74	1814852	1815128	8	309898	310101
NC_000962.3	1875403	1877048	+	NC_000962.3	1881800	1883442	1340	1670	0.8023952095808383	1882621.0	1876225.5	6395.5	1645	1642	pks7	pks8	0	0	False	False	False	True	80.23952095808383	6395.5	NC_000962.3:1875403-1877048	NC_000962.3:1881800-1883442	NC_000962.3:1875403-1877048;NC_000962.3:1881800-1883442	75	1875403	1878873	77	1881800	1883442
NC_000962.3	1875404	1878873	-	NC_000962.3	2303443	2306885	2568	3619	0.7095882840563692	2305164.0	1877138.5	428025.5	3469	3442	pks7	pks12	0	0	False	False	False	True	70.95882840563692	428025.5	NC_000962.3:1875404-1878873	NC_000962.3:2303443-2306885	NC_000962.3:1875404-1878873;NC_000962.3:2303443-2306885	75	1875403	1878873	97	2300912	2306889
NC_000962.3	1875420	1877034	-	NC_000962.3	2299198	2300803	1221	1680	0.7267857142857143	2300000.5	1876227.0	423773.5	1614	1605	pks7	pks12	0	0	False	False	False	True	72.67857142857143	423773.5	NC_000962.3:1875420-1877034	NC_000962.3:2299198-2300803	NC_000962.3:1875420-1877034;NC_000962.3:2299198-2300803	75	1875403	1878873	96	2299196	2300826
NC_000962.3	1879290	1879378	+	NC_000962.3	562306	562394	84	88	0.9545454545454546	562350.0	1879334.0	1316984.0	88	88	pks7	Rv0471c	0	0	False	False	False	True	95.45454545454545	1316984.0	NC_000962.3:1879290-1879378	NC_000962.3:562306-562394	NC_000962.3:1879290-1879378;NC_000962.3:562306-562394	76	1879290	1879378	20	562306	562394
NC_000962.3	1881800	1883442	+	NC_000962.3	1875403	1877048	1340	1670	0.8023952095808383	1876225.5	1882621.0	6395.5	1642	1645	pks8	pks7	0	0	False	False	False	True	80.23952095808383	6395.5	NC_000962.3:1881800-1883442	NC_000962.3:1875403-1877048	NC_000962.3:1881800-1883442;NC_000962.3:1875403-1877048	77	1881800	1883442	75	1875403	1878873
NC_000962.3	1895352	1895420	+	NC_000962.3	1895523	1895591	68	68	1.0	1895557.0	1895386.0	171.0	68	68			0	0	False	False	False	True	100.0	171.0	NC_000962.3:1895352-1895420	NC_000962.3:1895523-1895591	NC_000962.3:1895352-1895420;NC_000962.3:1895523-1895591	78	1895352	1895420	79	1895523	1895591
NC_000962.3	1895523	1895591	+	NC_000962.3	1895352	1895420	68	68	1.0	1895386.0	1895557.0	171.0	68	68			0	0	False	False	False	True	100.0	171.0	NC_000962.3:1895523-1895591	NC_000962.3:1895352-1895420	NC_000962.3:1895523-1895591;NC_000962.3:1895352-1895420	79	1895523	1895591	78	1895352	1895420
NC_000962.3	1946848	1947023	-	NC_000962.3	3847716	3847892	172	176	0.9772727272727273	3847804.0	1946935.5	1900868.5	175	176		Rv3430c	0	1	False	False	False	True	97.72727272727273	1900868.5	NC_000962.3:1946848-1947023	NC_000962.3:3847716-3847892	NC_000962.3:1946848-1947023;NC_000962.3:3847716-3847892	80	1946848	1947023	176	3846460	3847892
NC_000962.3	1963419	1964160	-	NC_000962.3	1287354	1288094	640	742	0.862533692722372	1287724.0	1963789.5	676065.5	741	740	narX	narG	0	0	False	False	False	True	86.25336927223721	676065.5	NC_000962.3:1963419-1964160	NC_000962.3:1287354-1288094	NC_000962.3:1963419-1964160;NC_000962.3:1287354-1288094	81	1963419	1964160	51	1287354	1288094
NC_000962.3	1987686	1989057	+	NC_000962.3	3795041	3796412	1368	1373	0.9963583394027676	3795726.5	1988371.5	1807355.0	1371	1371	plcD,Rv1756c,Rv1757c,cut1	Rv3380c,Rv3381c	1	1	False	False	False	True	99.63583394027677	1807355.0	NC_000962.3:1987686-1989057	NC_000962.3:3795041-3796412	NC_000962.3:1987686-1989057;NC_000962.3:3795041-3796412	82	1987686	1989059	172	3795041	3796426
NC_000962.3	1987700	1989057	+	NC_000962.3	2784612	2785969	1357	1357	1.0	2785290.5	1988378.5	796912.0	1357	1357	Rv1756c,Rv1757c,cut1	Rv2479c,Rv2480c	1	1	False	False	False	True	100.0	796912.0	NC_000962.3:1987700-1989057	NC_000962.3:2784612-2785969	NC_000962.3:1987700-1989057;NC_000962.3:2784612-2785969	82	1987686	1989059	118	2784600	2785977
NC_000962.3	1987701	1989057	-	NC_000962.3	2365413	2366769	1356	1356	1.0	2366091.0	1988379.0	377712.0	1356	1356	Rv1756c,Rv1757c,cut1	Rv2105,Rv2106	1	1	False	False	False	True	100.0	377712.0	NC_000962.3:1987701-1989057	NC_000962.3:2365413-2366769	NC_000962.3:1987701-1989057;NC_000962.3:2365413-2366769	82	1987686	1989059	103	2365403	2366771
NC_000962.3	1987701	1989057	-	NC_000962.3	2550013	2551369	1356	1356	1.0	2550691.0	1988379.0	562312.0	1356	1356	Rv1756c,Rv1757c,cut1	Rv2277c,Rv2278,Rv2279	1	1	False	False	False	True	100.0	562312.0	NC_000962.3:1987701-1989057	NC_000962.3:2550013-2551369	NC_000962.3:1987701-1989057;NC_000962.3:2550013-2551369	82	1987686	1989059	110	2550005	2551370
NC_000962.3	1987701	1989057	-	NC_000962.3	3551229	3552585	1356	1356	1.0	3551907.0	1988379.0	1563528.0	1356	1356	Rv1756c,Rv1757c,cut1	Rv3184,Rv3185	1	1	False	False	False	True	100.0	1563528.0	NC_000962.3:1987701-1989057	NC_000962.3:3551229-3552585	NC_000962.3:1987701-1989057;NC_000962.3:3551229-3552585	82	1987686	1989059	158	3551212	3552587
NC_000962.3	1987701	1989058	+	NC_000962.3	2430115	2431472	1357	1357	1.0	2430793.5	1988379.5	442414.0	1357	1357	Rv1756c,Rv1757c,cut1	Rv2167c,Rv2168c	1	1	False	False	False	True	100.0	442414.0	NC_000962.3:1987701-1989058	NC_000962.3:2430115-2431472	NC_000962.3:1987701-1989058;NC_000962.3:2430115-2431472	82	1987686	1989059	104	2430113	2431474
NC_000962.3	1987701	1989058	+	NC_000962.3	3120522	3121879	1357	1357	1.0	3121200.5	1988379.5	1132821.0	1357	1357	Rv1756c,Rv1757c,cut1	Rv2814c,Rv2815c	1	1	False	False	False	True	100.0	1132821.0	NC_000962.3:1987701-1989058	NC_000962.3:3120522-3121879	NC_000962.3:1987701-1989058;NC_000962.3:3120522-3121879	82	1987686	1989059	137	3119183	3123577
NC_000962.3	1987702	1989057	-	NC_000962.3	889020	890375	1355	1355	1.0	889697.5	1988379.5	1098682.0	1355	1355	Rv1756c,Rv1757c,cut1	Rv0795,Rv0796	1	1	False	False	False	True	100.0	1098682.0	NC_000962.3:1987702-1989057	NC_000962.3:889020-890375	NC_000962.3:1987702-1989057;NC_000962.3:889020-890375	82	1987686	1989059	33	889019	891461
NC_000962.3	1987702	1989057	-	NC_000962.3	2972108	2973463	1355	1355	1.0	2972785.5	1988379.5	984406.0	1355	1355	Rv1756c,Rv1757c,cut1	Rv2648,Rv2649	1	1	False	False	False	True	100.0	984406.0	NC_000962.3:1987702-1989057	NC_000962.3:2972108-2973463	NC_000962.3:1987702-1989057;NC_000962.3:2972108-2973463	82	1987686	1989059	127	2972104	2973463
NC_000962.3	1987702	1989057	-	NC_000962.3	3552712	3554067	1355	1355	1.0	3553389.5	1988379.5	1565010.0	1355	1355	Rv1756c,Rv1757c,cut1	Rv3186,Rv3187	1	1	False	False	False	True	100.0	1565010.0	NC_000962.3:1987702-1989057	NC_000962.3:3552712-3554067	NC_000962.3:1987702-1989057;NC_000962.3:3552712-3554067	82	1987686	1989059	159	3552704	3554070
NC_000962.3	1987702	1989058	+	NC_000962.3	1541951	1543307	1356	1356	1.0	1542629.0	1988380.0	445751.0	1356	1356	Rv1756c,Rv1757c,cut1	Rv1369c,Rv1370c	1	1	False	False	False	True	100.0	445751.0	NC_000962.3:1987702-1989058	NC_000962.3:1541951-1543307	NC_000962.3:1987702-1989058;NC_000962.3:1541951-1543307	82	1987686	1989059	60	1541948	1543318
NC_000962.3	1987702	1989058	-	NC_000962.3	1996099	1997455	1356	1356	1.0	1996777.0	1988380.0	8397.0	1356	1356	Rv1756c,Rv1757c,cut1	Rv1763,Rv1764,Rv1765c	1	1	False	False	False	True	100.0	8397.0	NC_000962.3:1987702-1989058	NC_000962.3:1996099-1997455	NC_000962.3:1987702-1989058;NC_000962.3:1996099-1997455	82	1987686	1989059	83	1996098	1998612
NC_000962.3	1987702	1989058	-	NC_000962.3	3710380	3711736	1356	1356	1.0	3711058.0	1988380.0	1722678.0	1356	1356	Rv1756c,Rv1757c,cut1	Rv3325,Rv3326	1	1	False	False	False	True	100.0	1722678.0	NC_000962.3:1987702-1989058	NC_000962.3:3710380-3711736	NC_000962.3:1987702-1989058;NC_000962.3:3710380-3711736	82	1987686	1989059	162	3710379	3712822
NC_000962.3	1987702	1989058	-	NC_000962.3	3890777	3892133	1356	1356	1.0	3891455.0	1988380.0	1903075.0	1356	1356	Rv1756c,Rv1757c,cut1	Rv3474,Rv3475	1	1	False	False	False	True	100.0	1903075.0	NC_000962.3:1987702-1989058	NC_000962.3:3890777-3892133	NC_000962.3:1987702-1989058;NC_000962.3:3890777-3892133	82	1987686	1989059	178	3890771	3892140
NC_000962.3	1987702	1989059	-	NC_000962.3	2635574	2636931	1357	1357	1.0	2636252.5	1988380.5	647872.0	1357	1357	Rv1756c,Rv1757c,cut1	PPE39,Rv2354,Rv2355	1	1	False	False	False	True	100.0	647872.0	NC_000962.3:1987702-1989059	NC_000962.3:2635574-2636931	NC_000962.3:1987702-1989059;NC_000962.3:2635574-2636931	82	1987686	1989059	112	2634780	2637028
NC_000962.3	1996098	1997455	-	NC_000962.3	2430116	2431473	1357	1357	1.0	2430794.5	1996776.5	434018.0	1357	1357	Rv1763,Rv1764,Rv1765c	Rv2167c,Rv2168c	1	1	False	False	False	True	100.0	434018.0	NC_000962.3:1996098-1997455	NC_000962.3:2430116-2431473	NC_000962.3:1996098-1997455;NC_000962.3:2430116-2431473	83	1996098	1998612	104	2430113	2431474
NC_000962.3	1996098	1997463	-	NC_000962.3	3120517	3121880	1363	1365	0.9985347985347985	3121198.5	1996780.5	1124418.0	1365	1363	Rv1763,Rv1764,Rv1765c	Rv2814c,Rv2815c	1	1	False	False	False	True	99.85347985347985	1124418.0	NC_000962.3:1996098-1997463	NC_000962.3:3120517-3121880	NC_000962.3:1996098-1997463;NC_000962.3:3120517-3121880	83	1996098	1998612	137	3119183	3123577
NC_000962.3	1996099	1997455	-	NC_000962.3	1987702	1989058	1356	1356	1.0	1988380.0	1996777.0	8397.0	1356	1356	Rv1763,Rv1764,Rv1765c	Rv1756c,Rv1757c,cut1	1	1	False	False	False	True	100.0	8397.0	NC_000962.3:1996099-1997455	NC_000962.3:1987702-1989058	NC_000962.3:1996099-1997455;NC_000962.3:1987702-1989058	83	1996098	1998612	82	1987686	1989059
NC_000962.3	1996099	1997455	+	NC_000962.3	2635575	2636931	1356	1356	1.0	2636253.0	1996777.0	639476.0	1356	1356	Rv1763,Rv1764,Rv1765c	PPE39,Rv2354,Rv2355	1	1	False	False	False	True	100.0	639476.0	NC_000962.3:1996099-1997455	NC_000962.3:2635575-2636931	NC_000962.3:1996099-1997455;NC_000962.3:2635575-2636931	83	1996098	1998612	112	2634780	2637028
NC_000962.3	1996099	1997456	+	NC_000962.3	3710380	3711737	1357	1357	1.0	3711058.5	1996777.5	1714281.0	1357	1357	Rv1763,Rv1764,Rv1765c	Rv3325,Rv3326	1	1	False	False	False	True	100.0	1714281.0	NC_000962.3:1996099-1997456	NC_000962.3:3710380-3711737	NC_000962.3:1996099-1997456;NC_000962.3:3710380-3711737	83	1996098	1998612	162	3710379	3712822
NC_000962.3	1996099	1997456	+	NC_000962.3	3890777	3892134	1357	1357	1.0	3891455.5	1996777.5	1894678.0	1357	1357	Rv1763,Rv1764,Rv1765c	Rv3474,Rv3475	1	1	False	False	False	True	100.0	1894678.0	NC_000962.3:1996099-1997456	NC_000962.3:3890777-3892134	NC_000962.3:1996099-1997456;NC_000962.3:3890777-3892134	83	1996098	1998612	178	3890771	3892140
NC_000962.3	1996099	1997458	-	NC_000962.3	1541948	1543307	1359	1359	1.0	1542627.5	1996778.5	454151.0	1359	1359	Rv1763,Rv1764,Rv1765c	Rv1369c,Rv1370c	1	1	False	False	False	True	100.0	454151.0	NC_000962.3:1996099-1997458	NC_000962.3:1541948-1543307	NC_000962.3:1996099-1997458;NC_000962.3:1541948-1543307	83	1996098	1998612	60	1541948	1543318
NC_000962.3	1996100	1997455	+	NC_000962.3	2365413	2366768	1355	1355	1.0	2366090.5	1996777.5	369313.0	1355	1355	Rv1763,Rv1764,Rv1765c	Rv2105,Rv2106	1	1	False	False	False	True	100.0	369313.0	NC_000962.3:1996100-1997455	NC_000962.3:2365413-2366768	NC_000962.3:1996100-1997455;NC_000962.3:2365413-2366768	83	1996098	1998612	103	2365403	2366771
NC_000962.3	1996100	1997455	+	NC_000962.3	2550013	2551368	1355	1355	1.0	2550690.5	1996777.5	553913.0	1355	1355	Rv1763,Rv1764,Rv1765c	Rv2277c,Rv2278,Rv2279	1	1	False	False	False	True	100.0	553913.0	NC_000962.3:1996100-1997455	NC_000962.3:2550013-2551368	NC_000962.3:1996100-1997455;NC_000962.3:2550013-2551368	83	1996098	1998612	110	2550005	2551370
NC_000962.3	1996100	1997455	-	NC_000962.3	2784614	2785969	1355	1355	1.0	2785291.5	1996777.5	788514.0	1355	1355	Rv1763,Rv1764,Rv1765c	Rv2479c,Rv2480c	1	1	False	False	False	True	100.0	788514.0	NC_000962.3:1996100-1997455	NC_000962.3:2784614-2785969	NC_000962.3:1996100-1997455;NC_000962.3:2784614-2785969	83	1996098	1998612	118	2784600	2785977
NC_000962.3	1996100	1997455	+	NC_000962.3	2972108	2973463	1355	1355	1.0	2972785.5	1996777.5	976008.0	1355	1355	Rv1763,Rv1764,Rv1765c	Rv2648,Rv2649	1	1	False	False	False	True	100.0	976008.0	NC_000962.3:1996100-1997455	NC_000962.3:2972108-2973463	NC_000962.3:1996100-1997455;NC_000962.3:2972108-2973463	83	1996098	1998612	127	2972104	2973463
NC_000962.3	1996100	1997455	+	NC_000962.3	3551229	3552584	1355	1355	1.0	3551906.5	1996777.5	1555129.0	1355	1355	Rv1763,Rv1764,Rv1765c	Rv3184,Rv3185	1	1	False	False	False	True	100.0	1555129.0	NC_000962.3:1996100-1997455	NC_000962.3:3551229-3552584	NC_000962.3:1996100-1997455;NC_000962.3:3551229-3552584	83	1996098	1998612	158	3551212	3552587
NC_000962.3	1996100	1997455	+	NC_000962.3	3552712	3554067	1355	1355	1.0	3553389.5	1996777.5	1556612.0	1355	1355	Rv1763,Rv1764,Rv1765c	Rv3186,Rv3187	1	1	False	False	False	True	100.0	1556612.0	NC_000962.3:1996100-1997455	NC_000962.3:3552712-3554067	NC_000962.3:1996100-1997455;NC_000962.3:3552712-3554067	83	1996098	1998612	159	3552704	3554070
NC_000962.3	1996100	1997455	-	NC_000962.3	3795057	3796412	1355	1355	1.0	3795734.5	1996777.5	1798957.0	1355	1355	Rv1763,Rv1764,Rv1765c	Rv3380c,Rv3381c	1	1	False	False	False	True	100.0	1798957.0	NC_000962.3:1996100-1997455	NC_000962.3:3795057-3796412	NC_000962.3:1996100-1997455;NC_000962.3:3795057-3796412	83	1996098	1998612	172	3795041	3796426
NC_000962.3	1996100	1997456	+	NC_000962.3	889020	890376	1356	1356	1.0	889698.0	1996778.0	1107080.0	1356	1356	Rv1763,Rv1764,Rv1765c	Rv0795,Rv0796	1	1	False	False	False	True	100.0	1107080.0	NC_000962.3:1996100-1997456	NC_000962.3:889020-890376	NC_000962.3:1996100-1997456;NC_000962.3:889020-890376	83	1996098	1998612	33	889019	891461
NC_000962.3	1997452	1998612	+	NC_000962.3	2262009	2263169	1160	1160	1.0	2262589.0	1998032.0	264557.0	1160	1160	Rv1765c	Rv2015c	0	0	False	False	False	True	100.0	264557.0	NC_000962.3:1997452-1998612	NC_000962.3:2262009-2263169	NC_000962.3:1997452-1998612;NC_000962.3:2262009-2263169	83	1996098	1998612	94	2262009	2263169
NC_000962.3	2025301	2026163	+	NC_000962.3	2028425	2029242	807	863	0.9351100811123986	2028833.5	2025732.0	3101.5	862	817	PPE25	PPE27	0	0	False	True	False	False	93.51100811123986	3101.5	NC_000962.3:2025301-2026163	NC_000962.3:2028425-2029242	NC_000962.3:2025301-2026163;NC_000962.3:2028425-2029242	84	2025301	2026163	85	2028425	2029242
NC_000962.3	2028425	2029242	+	NC_000962.3	2025301	2026163	807	863	0.9351100811123986	2025732.0	2028833.5	3101.5	817	862	PPE27	PPE25	0	0	False	True	False	False	93.51100811123986	3101.5	NC_000962.3:2028425-2029242	NC_000962.3:2025301-2026163	NC_000962.3:2028425-2029242;NC_000962.3:2025301-2026163	85	2028425	2029242	84	2025301	2026163
NC_000962.3	2030331	2030976	+	NC_000962.3	1340643	1341288	604	655	0.9221374045801527	1340965.5	2030653.5	689688.0	645	645	esxM,esxN	esxK,esxL	0	0	True	False	False	False	92.21374045801527	689688.0	NC_000962.3:2030331-2030976	NC_000962.3:1340643-1341288	NC_000962.3:2030331-2030976;NC_000962.3:1340643-1341288	86	2030331	2030983	53	1340494	1341292
NC_000962.3	2030331	2030976	-	NC_000962.3	2625889	2626534	604	654	0.9235474006116208	2626211.5	2030653.5	595558.0	645	645	esxM,esxN	esxO,esxP	0	0	True	False	False	False	92.35474006116208	595558.0	NC_000962.3:2030331-2030976	NC_000962.3:2625889-2626534	NC_000962.3:2030331-2030976;NC_000962.3:2625889-2626534	86	2030331	2030983	111	2625885	2626683
NC_000962.3	2030331	2030983	-	NC_000962.3	1160538	1161165	594	652	0.911042944785276	1160851.5	2030657.0	869805.5	652	627	esxM,esxN	esxI,esxJ	0	0	True	False	False	False	91.1042944785276	869805.5	NC_000962.3:2030331-2030983	NC_000962.3:1160538-1161165	NC_000962.3:2030331-2030983;NC_000962.3:1160538-1161165	86	2030331	2030983	41	1160538	1161167
NC_000962.3	2030346	2030978	-	NC_000962.3	4059983	4060591	578	632	0.9145569620253164	4060287.0	2030662.0	2029625.0	632	608	esxM,esxN	esxV,esxW	0	0	True	False	False	False	91.45569620253164	2029625.0	NC_000962.3:2030346-2030978	NC_000962.3:4059983-4060591	NC_000962.3:2030346-2030978;NC_000962.3:4059983-4060591	86	2030331	2030983	186	4059983	4060591
NC_000962.3	2047595	2047908	+	NC_000962.3	1735509	1735826	259	330	0.7848484848484848	1735667.5	2047751.5	312084.0	313	317	Rv1805c		0	0	False	False	False	True	78.48484848484848	312084.0	NC_000962.3:2047595-2047908	NC_000962.3:1735509-1735826	NC_000962.3:2047595-2047908;NC_000962.3:1735509-1735826	87	2047595	2047908	69	1735509	1735826
NC_000962.3	2059429	2059502	-	NC_000962.3	3319506	3319579	69	73	0.9452054794520548	3319542.5	2059465.5	1260077.0	73	73			0	0	False	False	False	True	94.52054794520548	1260077.0	NC_000962.3:2059429-2059502	NC_000962.3:3319506-3319579	NC_000962.3:2059429-2059502;NC_000962.3:3319506-3319579	88	2059429	2059579	150	3319468	3319662
NC_000962.3	2059445	2059579	-	NC_000962.3	3319506	3319662	128	156	0.8205128205128205	3319584.0	2059512.0	1260072.0	134	156			0	0	False	False	False	True	82.05128205128204	1260072.0	NC_000962.3:2059445-2059579	NC_000962.3:3319506-3319662	NC_000962.3:2059445-2059579;NC_000962.3:3319506-3319662	88	2059429	2059579	150	3319468	3319662
NC_000962.3	2074435	2074521	+	NC_000962.3	2074547	2074633	85	86	0.9883720930232558	2074590.0	2074478.0	112.0	86	86	Rv1829		0	0	False	False	False	True	98.83720930232558	112.0	NC_000962.3:2074435-2074521	NC_000962.3:2074547-2074633	NC_000962.3:2074435-2074521;NC_000962.3:2074547-2074633	89	2074435	2074521	90	2074547	2074633
NC_000962.3	2074547	2074633	+	NC_000962.3	2074435	2074521	85	86	0.9883720930232558	2074478.0	2074590.0	112.0	86	86		Rv1829	0	0	False	False	False	True	98.83720930232558	112.0	NC_000962.3:2074547-2074633	NC_000962.3:2074435-2074521	NC_000962.3:2074547-2074633;NC_000962.3:2074435-2074521	90	2074547	2074633	89	2074435	2074521
NC_000962.3	2165476	2165583	+	NC_000962.3	2165326	2165433	104	107	0.9719626168224299	2165379.5	2165529.5	150.0	107	107	PPE34	PPE34	0	0	False	True	False	False	97.19626168224299	150.0	NC_000962.3:2165476-2165583	NC_000962.3:2165326-2165433	NC_000962.3:2165476-2165583;NC_000962.3:2165326-2165433	91	2165476	2165583	91	2165326	2165433
NC_000962.3	2195856	2197360	-	NC_000962.3	1276292	1277797	1441	1506	0.9568393094289509	1277044.5	2196608.0	919563.5	1504	1505	Rv1944c,Rv1945	Rv1148c	0	0	False	False	True	False	95.68393094289509	919563.5	NC_000962.3:2195856-2197360	NC_000962.3:1276292-1277797	NC_000962.3:2195856-2197360;NC_000962.3:1276292-1277797	92	2195856	2197360	49	1276292	1277797
NC_000962.3	2198686	2198815	-	NC_000962.3	1275924	1276053	124	129	0.9612403100775194	1275988.5	2198750.5	922762.0	129	129	Rv1948c		0	0	False	False	False	True	96.12403100775194	922762.0	NC_000962.3:2198686-2198815	NC_000962.3:1275924-1276053	NC_000962.3:2198686-2198815;NC_000962.3:1275924-1276053	93	2198686	2198815	48	1275924	1276053
NC_000962.3	2262009	2263169	+	NC_000962.3	1997452	1998612	1160	1160	1.0	1998032.0	2262589.0	264557.0	1160	1160	Rv2015c	Rv1765c	0	0	False	False	False	True	100.0	264557.0	NC_000962.3:2262009-2263169	NC_000962.3:1997452-1998612	NC_000962.3:2262009-2263169;NC_000962.3:1997452-1998612	94	2262009	2263169	83	1996098	1998612
NC_000962.3	2294816	2298269	+	NC_000962.3	2300912	2304311	2864	3502	0.817818389491719	2302611.5	2296542.5	6069.0	3453	3399	pks12	pks12	0	0	False	False	False	True	81.7818389491719	6069.0	NC_000962.3:2294816-2298269	NC_000962.3:2300912-2304311	NC_000962.3:2294816-2298269;NC_000962.3:2300912-2304311	95	2294816	2298269	97	2300912	2306889
