seqname	source	feature	start_1based	end_1based	score	strand	Parent_Node	Child_Node	neg_log_likelihood	snp_count	taxa_List	start_0based	CenterOfRegion	Lineage	Overlap_Genes	Overlap_Gene_RvIDs	Contains_Esx	Contains_PEPPE	Contains_REP13E12	NoOverlap_Wi_PEPPE_Esx_13E12_Genes	EventID	EventLen	HmAln_Count	HmAln_Ovrlap	HHR_Count	HHR_Ovrlap
NC_000962.3	GUBBINS	CDS	1276842	1276885	0.000	.	Node_131	Node_130	1049.498838	14	['18_0621851', 'N0155', 'mada_1-11', 'N0145', 'S0085-01', 'S0089-01', 'S0107-01', 'R29598', 'R24100', 'R28581', 'S0256-08', 'R37765', 'M0003941_3', 'mada_115', 'mada_2-42', 'TB2995', 'TB2512', 'TB2981', '706-05', 'TB3113', 'S0070-08', 'R29816', 'R36431', 'R24120', 'R28703', 'R30234', 'R31095', 'R30078', 'R28012', 'R27657', 'R30215', 'R25048', 'TB2780', 'TB3368', '8129-04', 'TB1236', 'TB2659', 'TB1612', 'TB3396', '4549-04', '696-05', '8651-04', 'TB3091', '702-06', '9050-05', '3003-06']	1276841	1276863.0	lineage2	Rv1148c	Rv1148c	False	False	True	False	Event_090	44	1	1	1	1
NC_000962.3	GUBBINS	CDS	1339399	1339436	0.000	.	Node_36	Node_28	655.459143	4	['M0016395_7', 'R15311']	1339398	1339417.0	lineage4	PPE18	Rv1196	False	True	False	False	Event_091	38	2	1	1	1
NC_000962.3	GUBBINS	CDS	1339432	1339516	0.000	.	Node_114	TB3368	475.291405	6	['TB3368']	1339431	1339473.5	lineage2	PPE18	Rv1196	False	True	False	False	Event_092	85	2	1	1	1
NC_000962.3	GUBBINS	CDS	1339432	1339774	0.000	.	Node_27	Node_5	1536.817046	5	['mada_2-31', 'mada_1-41']	1339431	1339602.5	lineage4	PPE18	Rv1196	False	True	False	False	Event_093	343	2	1	1	1
NC_000962.3	GUBBINS	CDS	1339648	1339806	0.000	.	Node_25	M0017522_5	1625.53345	20	['M0017522_5']	1339647	1339726.5	lineage4	PPE18	Rv1196	False	True	False	False	Event_094	159	2	1	1	1
NC_000962.3	GUBBINS	CDS	1339861	1339905	0.000	.	Node_43	TB3237	688.268204	12	['TB3237']	1339860	1339882.5	lineage4	PPE18	Rv1196	False	True	False	False	Event_095	45	2	1	1	1
NC_000962.3	GUBBINS	CDS	1339894	1340208	0.000	.	Node_17	TB3334	993.431569	8	['TB3334']	1339893	1340050.5	lineage4	PPE18	Rv1196	False	True	False	False	Event_096	315	2	1	1	1
NC_000962.3	GUBBINS	CDS	1339966	1340036	0.000	.	Node_37	01_R1430	622.305357	11	['01_R1430']	1339965	1340000.5	lineage4	PPE18	Rv1196	False	True	False	False	Event_097	71	2	1	1	1
NC_000962.3	GUBBINS	CDS	1340500	1341152	0.000	.	Node_149	RW-TB008	4520.801917	10	['RW-TB008']	1340499	1340825.5	lineage8	PPE18,esxK,esxL	Rv1196,Rv1197,Rv1198	True	True	False	False	Event_098	653	4	1	1	1
NC_000962.3	GUBBINS	CDS	1340657	1341120	0.000	.	Node_59	01_R1134	1656.415569	5	['01_R1134']	1340656	1340888.0	lineage4	esxK,esxL	Rv1197,Rv1198	True	False	False	False	Event_099	464	4	1	1	1
NC_000962.3	GUBBINS	CDS	1340667	1341102	0.000	.	Node_28	M0016395_7	650.777286	4	['M0016395_7']	1340666	1340884.0	lineage4	esxK,esxL	Rv1197,Rv1198	True	False	False	False	Event_100	436	4	1	1	1
NC_000962.3	GUBBINS	CDS	1340688	1340784	0.000	.	Node_44	Node_41	106.644404	4	['mada_103', 'mada_112', 'mada_124', 'S0123-01', 'S0262-02']	1340687	1340735.5	lineage4	esxK	Rv1197	True	False	False	False	Event_101	97	4	1	1	1
NC_000962.3	GUBBINS	CDS	1340916	1341073	0.000	.	Node_46	M0016737_0	1168.490206	6	['M0016737_0']	1340915	1340994.0	lineage4	esxK,esxL	Rv1197,Rv1198	True	False	False	False	Event_102	158	4	1	1	1
NC_000962.3	GUBBINS	CDS	1340974	1341174	0.000	.	Node_137	mada_107	535.665848	15	['mada_107']	1340973	1341073.5	lineage1	esxL	Rv1198	True	False	False	False	Event_103	201	4	1	1	1
NC_000962.3	GUBBINS	CDS	1341023	1341120	0.000	.	Node_70	Node_69	128.129338	4	['QC-3', 'QC-9', 'QC-5', 'N0004', 'mada_1-30']	1341022	1341071.0	lineage3	esxL	Rv1198	True	False	False	False	Event_104	98	4	1	1	1
NC_000962.3	GUBBINS	CDS	1341023	1341295	0.000	.	Node_132	Node_71	1445.39697	5	['N1274', 'N0054', 'QC-3', 'QC-9', 'QC-5', 'N0004', 'mada_1-30']	1341022	1341158.5	lineage3	esxL	Rv1198	True	False	False	False	Event_105	273	4	1	1	1
NC_000962.3	GUBBINS	CDS	1341029	1341120	0.000	.	Node_25	Node_24	677.651945	6	['S0106-01', 'R21770', 'R21839', 'R21363', 'mada_1-32', 'R30396', 'R20896']	1341028	1341074.0	lineage4	esxL	Rv1198	True	False	False	False	Event_106	92	4	1	1	1
NC_000962.3	GUBBINS	CDS	1341032	1341254	0.000	.	Node_144	mada_1-10	1480.500925	4	['mada_1-10']	1341031	1341142.5	lineage1	esxL	Rv1198	True	False	False	False	Event_107	223	4	1	1	1
NC_000962.3	GUBBINS	CDS	1341073	1341120	0.000	.	Node_22	Node_21	757.398642	7	['R30396', 'R20896']	1341072	1341096.0	lineage4	esxL	Rv1198	True	False	False	False	Event_108	48	4	1	1	1
NC_000962.3	GUBBINS	CDS	1481671	1481677	0.000	.	Node_20	R21770	655.668298	5	['R21770']	1481670	1481673.5	lineage4	Rv1319c	Rv1319c	False	False	False	True	Event_109	7	2	1	0	0
NC_000962.3	GUBBINS	CDS	1532656	1532855	0.000	.	Node_28	R15311	568.864078	5	['R15311']	1532655	1532755.0	lineage4	PPE19	Rv1361c	False	True	False	False	Event_110	200	2	1	1	1
NC_000962.3	GUBBINS	CDS	1532656	1532889	0.000	.	Node_97	R37765	661.439122	12	['R37765']	1532655	1532772.0	lineage2	PPE19	Rv1361c	False	True	False	False	Event_111	234	2	1	1	1
NC_000962.3	GUBBINS	CDS	1532911	1533016	0.000	.	Node_135	mada_1-36	450.466003	20	['mada_1-36']	1532910	1532963.0	lineage1	PPE19	Rv1361c	False	True	False	False	Event_112	106	2	1	1	1
NC_000962.3	GUBBINS	CDS	1533159	1533241	0.000	.	Node_26	Node_25	379.338694	5	['M0017522_5', 'S0106-01', 'R21770', 'R21839', 'R21363', 'mada_1-32', 'R30396', 'R20896']	1533158	1533199.5	lineage4	PPE19	Rv1361c	False	True	False	False	Event_113	83	2	1	1	1
NC_000962.3	GUBBINS	CDS	1533327	1533434	0.000	.	Node_30	Node_29	276.408286	4	['TB2661', 'TB3386']	1533326	1533380.0	lineage4	PPE19	Rv1361c	False	True	False	False	Event_114	108	2	1	1	1
NC_000962.3	GUBBINS	CDS	1633632	1634550	0.000	.	Node_50	mada_1-50	178.726517	14	['mada_1-50']	1633631	1634090.5	lineage4	PE_PGRS27	Rv1450c	False	True	False	False	Event_115	919	2	1	1	1
NC_000962.3	GUBBINS	CDS	1633632	1634610	0.000	.	Node_61	Node_46	872.68071	21	['TB4620', 'M0016737_0']	1633631	1634120.5	lineage4	PE_PGRS27	Rv1450c	False	True	False	False	Event_116	979	2	1	1	1
NC_000962.3	GUBBINS	CDS	1633632	1634636	0.000	.	Node_34	M0010874_7	715.415285	15	['M0010874_7']	1633631	1634133.5	lineage4	PE_PGRS27	Rv1450c	False	True	False	False	Event_117	1005	2	1	1	1
NC_000962.3	GUBBINS	CDS	1633653	1633662	0.000	.	Node_27	Node_5	1606.233707	4	['mada_2-31', 'mada_1-41']	1633652	1633657.0	lineage4	PE_PGRS27	Rv1450c	False	True	False	False	Event_118	10	1	1	1	1
NC_000962.3	GUBBINS	CDS	1633678	1633739	0.000	.	Node_3	N1177	1975.243338	17	['N1177']	1633677	1633708.0	lineage6	PE_PGRS27	Rv1450c	False	True	False	False	Event_119	62	1	1	1	1
NC_000962.3	GUBBINS	CDS	1633678	1634592	0.000	.	Node_144	mada_1-10	1741.055566	29	['mada_1-10']	1633677	1634134.5	lineage1	PE_PGRS27	Rv1450c	False	True	False	False	Event_120	915	2	1	1	1
NC_000962.3	GUBBINS	CDS	1633728	1633746	0.000	.	Node_146	N0153	2000.13502	5	['N0153']	1633727	1633736.5	lineage1	PE_PGRS27	Rv1450c	False	True	False	False	Event_121	19	1	1	1	1
NC_000962.3	GUBBINS	CDS	1633744	1634550	0.000	.	Node_4	Node_3	3185.503655	9	['N1177', 'N1202', 'N0091']	1633743	1634146.5	lineage6	PE_PGRS27	Rv1450c	False	True	False	False	Event_122	807	2	1	1	1
NC_000962.3	GUBBINS	CDS	1633908	1634636	0.000	.	Node_149	RW-TB008	4696.668709	18	['RW-TB008']	1633907	1634271.5	lineage8	PE_PGRS27	Rv1450c	False	True	False	False	Event_123	729	2	1	1	1
NC_000962.3	GUBBINS	CDS	1633973	1634539	0.000	.	Node_148	Node_147	2441.487166	7	['R27252', 'R23887', 'N0153', 'N0072', 'mada_1-10', 'mada_118', 'mada_1-36', 'mada_117', 'mada_1-39', 'mada_107', 'mada_2-46', 'mada_1-44', 'mada_1-1', 'mada_1-51', 'mada_122']	1633972	1634255.5	lineage1	PE_PGRS27	Rv1450c	False	True	False	False	Event_124	567	2	1	1	1
NC_000962.3	GUBBINS	CDS	1634418	1634541	0.000	.	Node_133	Node_65	928.403124	4	['mada_2-31', 'mada_1-41', 'MT_0080', 'mada_102', 'TB3334', 'mada_105', 'TB3169', 'M0014888_3', 'mada_151', 'mada_129', 'QC-4', 'QC-8', 'QC-10', '02_R1708', '02_R0894', 'mada_139', 'M0017522_5', 'S0106-01', 'R21770', 'R21839', 'R21363', 'mada_1-32', 'R30396', 'R20896', 'TB3251', 'M0016395_7', 'R15311', '02_R1179', 'TB3162', 'TB2661', 'TB3386', 'M0010874_7', 'QC-7', 'QC-6', 'QC-1', '01_R1430', 'M0011368_9', 'mada_103', 'mada_112', 'mada_124', 'S0123-01', 'S0262-02', '02_R1896', 'mada_2-25', 'TB3237', 'TB4620', 'M0016737_0', 'TB3054', 'mada_126', 'mada_120', '01_R1134', 'mada_1-38', 'TB2968', 'mada_123', 'R23571', 'mada_2-1', 'mada_1-50', 'mada_1-53', 'mada_2-53', 'mada_1-12', 'mada_128', 'mada_1-15']	1634417	1634479.0	lineage4	PE_PGRS27	Rv1450c	False	True	False	False	Event_125	124	2	1	1	1
NC_000962.3	GUBBINS	CDS	1634523	1634610	0.000	.	Node_133	Node_132	391.309957	7	['N1274', 'N0054', 'QC-3', 'QC-9', 'QC-5', 'N0004', 'mada_1-30', 'R21893', 'R30420', 'R32929', 'R26778', 'R23146', 'R28980', 'R21408', 'R20574', 'R20260', 'R26791', 'R27725', 'R18043', 'R18040', 'R27937', 'R22601', '18_0621851', 'N0155', 'mada_1-11', 'N0145', 'S0085-01', 'S0089-01', 'S0107-01', 'R29598', 'R24100', 'R28581', 'S0256-08', 'R37765', 'M0003941_3', 'mada_115', 'mada_2-42', 'TB2995', 'TB2512', 'TB2981', '706-05', 'TB3113', 'S0070-08', 'R29816', 'R36431', 'R24120', 'R28703', 'R30234', 'R31095', 'R30078', 'R28012', 'R27657', 'R30215', 'R25048', 'TB2780', 'TB3368', '8129-04', 'TB1236', 'TB2659', 'TB1612', 'TB3396', '4549-04', '696-05', '8651-04', 'TB3091', '702-06', '9050-05', '3003-06']	1634522	1634566.0	None	PE_PGRS27	Rv1450c	False	True	False	False	Event_126	88	2	1	1	1
NC_000962.3	GUBBINS	CDS	1634523	1634610	0.000	.	Node_146	Node_145	788.083906	9	['N0072', 'mada_1-10', 'mada_118', 'mada_1-36', 'mada_117', 'mada_1-39', 'mada_107', 'mada_2-46', 'mada_1-44', 'mada_1-1', 'mada_1-51', 'mada_122']	1634522	1634566.0	lineage1	PE_PGRS27	Rv1450c	False	True	False	False	Event_127	88	2	1	1	1
NC_000962.3	GUBBINS	CDS	1634523	1634610	0.000	.	Node_22	mada_1-32	553.770759	10	['mada_1-32']	1634522	1634566.0	lineage4	PE_PGRS27	Rv1450c	False	True	False	False	Event_128	88	2	1	1	1
NC_000962.3	GUBBINS	CDS	1634523	1634610	0.000	.	Node_43	TB3237	806.201844	15	['TB3237']	1634522	1634566.0	lineage4	PE_PGRS27	Rv1450c	False	True	False	False	Event_129	88	2	1	1	1
NC_000962.3	GUBBINS	CDS	1634538	1634550	0.000	.	Node_58	mada_1-38	1156.766327	7	['mada_1-38']	1634537	1634543.5	lineage4	PE_PGRS27	Rv1450c	False	True	False	False	Event_130	13	2	1	1	1
NC_000962.3	GUBBINS	CDS	1634538	1634636	0.000	.	Node_59	01_R1134	1777.283237	16	['01_R1134']	1634537	1634586.5	lineage4	PE_PGRS27	Rv1450c	False	True	False	False	Event_131	99	2	1	1	1
NC_000962.3	GUBBINS	CDS	1634580	1634592	0.000	.	Node_132	Node_131	1471.259023	5	['R21893', 'R30420', 'R32929', 'R26778', 'R23146', 'R28980', 'R21408', 'R20574', 'R20260', 'R26791', 'R27725', 'R18043', 'R18040', 'R27937', 'R22601', '18_0621851', 'N0155', 'mada_1-11', 'N0145', 'S0085-01', 'S0089-01', 'S0107-01', 'R29598', 'R24100', 'R28581', 'S0256-08', 'R37765', 'M0003941_3', 'mada_115', 'mada_2-42', 'TB2995', 'TB2512', 'TB2981', '706-05', 'TB3113', 'S0070-08', 'R29816', 'R36431', 'R24120', 'R28703', 'R30234', 'R31095', 'R30078', 'R28012', 'R27657', 'R30215', 'R25048', 'TB2780', 'TB3368', '8129-04', 'TB1236', 'TB2659', 'TB1612', 'TB3396', '4549-04', '696-05', '8651-04', 'TB3091', '702-06', '9050-05', '3003-06']	1634579	1634585.5	lineage2	PE_PGRS27	Rv1450c	False	True	False	False	Event_132	13	1	1	1	1
NC_000962.3	GUBBINS	CDS	1634580	1634592	0.000	.	Node_134	R23887	2066.758984	5	['R23887']	1634579	1634585.5	lineage1	PE_PGRS27	Rv1450c	False	True	False	False	Event_133	13	1	1	1	1
NC_000962.3	GUBBINS	CDS	1636757	1638212	0.000	.	Node_7	M0014888_3	527.835463	47	['M0014888_3']	1636756	1637484.0	lineage4	PE_PGRS28	Rv1452c	False	True	False	False	Event_134	1456	3	1	1	1
NC_000962.3	GUBBINS	CDS	1636826	1637264	0.000	.	Node_36	Node_28	727.673749	18	['M0016395_7', 'R15311']	1636825	1637044.5	lineage4	PE_PGRS28	Rv1452c	False	True	False	False	Event_135	439	1	1	1	1
NC_000962.3	GUBBINS	CDS	1636868	1636881	0.000	.	Node_61	Node_46	806.009966	6	['TB4620', 'M0016737_0']	1636867	1636874.0	lineage4	PE_PGRS28	Rv1452c	False	True	False	False	Event_136	14	1	1	1	1
NC_000962.3	GUBBINS	CDS	1637234	1637264	0.000	.	Node_55	mada_1-15	647.428044	6	['mada_1-15']	1637233	1637248.5	lineage4	PE_PGRS28	Rv1452c	False	True	False	False	Event_137	31	1	1	1	1
NC_000962.3	GUBBINS	CDS	1637249	1637280	0.000	.	Node_134	R23887	2089.694503	6	['R23887']	1637248	1637264.0	lineage1	PE_PGRS28	Rv1452c	False	True	False	False	Event_138	32	1	1	1	1
NC_000962.3	GUBBINS	CDS	1637249	1638194	0.000	.	Node_2	N1202	1615.304898	10	['N1202']	1637248	1637721.0	lineage6	PE_PGRS28	Rv1452c	False	True	False	False	Event_139	946	3	1	1	1
NC_000962.3	GUBBINS	CDS	1637253	1637762	0.000	.	Node_149	RW-TB008	4386.252059	6	['RW-TB008']	1637252	1637507.0	lineage8	PE_PGRS28	Rv1452c	False	True	False	False	Event_140	510	2	1	1	1
NC_000962.3	GUBBINS	CDS	1637255	1637264	0.000	.	Node_57	TB2968	992.932538	4	['TB2968']	1637254	1637259.0	lineage4	PE_PGRS28	Rv1452c	False	True	False	False	Event_141	10	1	1	1	1
NC_000962.3	GUBBINS	CDS	1637255	1637264	0.000	.	Node_58	mada_1-38	1138.882938	4	['mada_1-38']	1637254	1637259.0	lineage4	PE_PGRS28	Rv1452c	False	True	False	False	Event_142	10	1	1	1	1
NC_000962.3	GUBBINS	CDS	1637263	1637294	0.000	.	Node_145	N0072	1394.78565	5	['N0072']	1637262	1637278.0	lineage1	PE_PGRS28	Rv1452c	False	True	False	False	Event_143	32	1	1	1	1
NC_000962.3	GUBBINS	CDS	1637280	1637348	0.000	.	Node_148	Node_133	1771.787036	19	['mada_2-31', 'mada_1-41', 'MT_0080', 'mada_102', 'TB3334', 'mada_105', 'TB3169', 'M0014888_3', 'mada_151', 'mada_129', 'QC-4', 'QC-8', 'QC-10', '02_R1708', '02_R0894', 'mada_139', 'M0017522_5', 'S0106-01', 'R21770', 'R21839', 'R21363', 'mada_1-32', 'R30396', 'R20896', 'TB3251', 'M0016395_7', 'R15311', '02_R1179', 'TB3162', 'TB2661', 'TB3386', 'M0010874_7', 'QC-7', 'QC-6', 'QC-1', '01_R1430', 'M0011368_9', 'mada_103', 'mada_112', 'mada_124', 'S0123-01', 'S0262-02', '02_R1896', 'mada_2-25', 'TB3237', 'TB4620', 'M0016737_0', 'TB3054', 'mada_126', 'mada_120', '01_R1134', 'mada_1-38', 'TB2968', 'mada_123', 'R23571', 'mada_2-1', 'mada_1-50', 'mada_1-53', 'mada_2-53', 'mada_1-12', 'mada_128', 'mada_1-15', 'N1274', 'N0054', 'QC-3', 'QC-9', 'QC-5', 'N0004', 'mada_1-30', 'R21893', 'R30420', 'R32929', 'R26778', 'R23146', 'R28980', 'R21408', 'R20574', 'R20260', 'R26791', 'R27725', 'R18043', 'R18040', 'R27937', 'R22601', '18_0621851', 'N0155', 'mada_1-11', 'N0145', 'S0085-01', 'S0089-01', 'S0107-01', 'R29598', 'R24100', 'R28581', 'S0256-08', 'R37765', 'M0003941_3', 'mada_115', 'mada_2-42', 'TB2995', 'TB2512', 'TB2981', '706-05', 'TB3113', 'S0070-08', 'R29816', 'R36431', 'R24120', 'R28703', 'R30234', 'R31095', 'R30078', 'R28012', 'R27657', 'R30215', 'R25048', 'TB2780', 'TB3368', '8129-04', 'TB1236', 'TB2659', 'TB1612', 'TB3396', '4549-04', '696-05', '8651-04', 'TB3091', '702-06', '9050-05', '3003-06']	1637279	1637313.5	None	PE_PGRS28	Rv1452c	False	True	False	False	Event_144	69	1	1	1	1
NC_000962.3	GUBBINS	CDS	1637339	1637348	0.000	.	Node_138	mada_1-51	435.671137	4	['mada_1-51']	1637338	1637343.0	lineage1	PE_PGRS28	Rv1452c	False	True	False	False	Event_145	10	1	1	1	1
NC_000962.3	GUBBINS	CDS	1637575	1637762	0.000	.	Node_147	Node_134	565.642809	6	['R27252', 'R23887']	1637574	1637668.0	lineage1	PE_PGRS28	Rv1452c	False	True	False	False	Event_146	188	2	1	1	1
NC_000962.3	GUBBINS	CDS	1638125	1638152	0.000	.	Node_36	Node_35	629.871001	8	['02_R1179', 'TB3162', 'TB2661', 'TB3386', 'M0010874_7', 'QC-7', 'QC-6', 'QC-1']	1638124	1638138.0	lineage4	PE_PGRS28	Rv1452c	False	True	False	False	Event_147	28	2	1	1	1
NC_000962.3	GUBBINS	CDS	1638125	1638212	0.000	.	Node_27	Node_5	1657.926252	10	['mada_2-31', 'mada_1-41']	1638124	1638168.0	lineage4	PE_PGRS28	Rv1452c	False	True	False	False	Event_148	88	2	1	1	1
NC_000962.3	GUBBINS	CDS	1638125	1638212	0.000	.	Node_54	mada_128	663.446695	10	['mada_128']	1638124	1638168.0	lineage4	PE_PGRS28	Rv1452c	False	True	False	False	Event_149	88	2	1	1	1
NC_000962.3	GUBBINS	CDS	1638125	1638212	0.000	.	Node_6	MT_0080	899.261768	10	['MT_0080']	1638124	1638168.0	lineage4	PE_PGRS28	Rv1452c	False	True	False	False	Event_150	88	2	1	1	1
NC_000962.3	GUBBINS	CDS	1638125	1638212	0.000	.	Node_64	TB3251	2258.52593	15	['TB3251']	1638124	1638168.0	lineage4	PE_PGRS28	Rv1452c	False	True	False	False	Event_151	88	2	1	1	1
NC_000962.3	GUBBINS	CDS	1638182	1638194	0.000	.	Node_132	Node_71	1496.06995	5	['N1274', 'N0054', 'QC-3', 'QC-9', 'QC-5', 'N0004', 'mada_1-30']	1638181	1638187.5	lineage3	PE_PGRS28	Rv1452c	False	True	False	False	Event_152	13	2	1	1	1
NC_000962.3	GUBBINS	CDS	1638182	1638194	0.000	.	Node_45	Node_37	427.074221	5	['01_R1430', 'M0011368_9']	1638181	1638187.5	lineage4	PE_PGRS28	Rv1452c	False	True	False	False	Event_153	13	2	1	1	1
NC_000962.3	GUBBINS	CDS	1638182	1638238	0.000	.	Node_143	mada_118	1310.235435	7	['mada_118']	1638181	1638209.5	lineage1	PE_PGRS28	Rv1452c	False	True	False	False	Event_154	57	2	1	1	1
NC_000962.3	GUBBINS	CDS	1788613	1788664	0.000	.	Node_68	N0004	856.749635	4	['N0004']	1788612	1788638.0	lineage3	Rv1587c	Rv1587c	False	False	True	False	Event_155	52	2	1	1	1
NC_000962.3	GUBBINS	CDS	1788726	1789545	0.000	.	Node_135	mada_1-36	386.158624	16	['mada_1-36']	1788725	1789135.0	lineage1	Rv1587c,Rv1588c	Rv1587c,Rv1588c	False	False	True	False	Event_156	820	2	1	1	1
NC_000962.3	GUBBINS	CDS	1789446	1789654	0.000	.	Node_96	Node_95	370.144639	4	['mada_115', 'mada_2-42']	1789445	1789549.5	lineage2	Rv1588c	Rv1588c	False	False	True	False	Event_157	209	2	1	1	1
NC_000962.3	GUBBINS	CDS	1789446	1789678	0.000	.	Node_2	N1202	1648.727133	9	['N1202']	1789445	1789561.5	lineage6	Rv1588c	Rv1588c	False	False	True	False	Event_158	233	2	1	1	1
NC_000962.3	GUBBINS	CDS	1789446	1789678	0.000	.	Node_26	Node_18	496.471515	9	['MT_0080', 'mada_102', 'TB3334', 'mada_105', 'TB3169', 'M0014888_3', 'mada_151', 'mada_129', 'QC-4', 'QC-8', 'QC-10', '02_R1708', '02_R0894', 'mada_139']	1789445	1789561.5	lineage4	Rv1588c	Rv1588c	False	False	True	False	Event_159	233	2	1	1	1
NC_000962.3	GUBBINS	CDS	1789552	1789798	0.000	.	Node_62	Node_45	886.448335	7	['01_R1430', 'M0011368_9', 'mada_103', 'mada_112', 'mada_124', 'S0123-01', 'S0262-02', '02_R1896', 'mada_2-25', 'TB3237']	1789551	1789674.5	lineage4	Rv1588c	Rv1588c	False	False	True	False	Event_160	247	2	1	1	1
NC_000962.3	GUBBINS	CDS	1789565	1789671	0.000	.	Node_48	TB3054	1143.577344	4	['TB3054']	1789564	1789617.5	lineage4	Rv1588c	Rv1588c	False	False	True	False	Event_161	107	2	1	1	1
NC_000962.3	GUBBINS	CDS	1789573	1789798	0.000	.	Node_147	Node_146	277.586211	7	['N0153', 'N0072', 'mada_1-10', 'mada_118', 'mada_1-36', 'mada_117', 'mada_1-39', 'mada_107', 'mada_2-46', 'mada_1-44', 'mada_1-1', 'mada_1-51', 'mada_122']	1789572	1789685.0	lineage1	Rv1588c	Rv1588c	False	False	True	False	Event_162	226	2	1	1	1
NC_000962.3	GUBBINS	CDS	1789650	1789766	0.000	.	Node_59	Node_58	564.377207	6	['mada_1-38', 'TB2968', 'mada_123', 'R23571', 'mada_2-1', 'mada_1-50', 'mada_1-53', 'mada_2-53', 'mada_1-12', 'mada_128', 'mada_1-15']	1789649	1789707.5	lineage4	Rv1588c	Rv1588c	False	False	True	False	Event_163	117	2	1	1	1
NC_000962.3	GUBBINS	CDS	1789676	1789697	0.000	.	Node_27	Node_5	1566.962559	4	['mada_2-31', 'mada_1-41']	1789675	1789686.0	lineage4	Rv1588c	Rv1588c	False	False	True	False	Event_164	22	2	1	1	1
NC_000962.3	GUBBINS	CDS	2025900	2026033	0.000	.	Node_54	mada_1-12	635.877526	8	['mada_1-12']	2025899	2025966.0	lineage4	PPE25	Rv1787	False	True	False	False	Event_165	134	1	1	1	1
NC_000962.3	GUBBINS	CDS	2025900	2026110	0.000	.	Node_63	Node_36	747.080238	9	['M0016395_7', 'R15311', '02_R1179', 'TB3162', 'TB2661', 'TB3386', 'M0010874_7', 'QC-7', 'QC-6', 'QC-1']	2025899	2026004.5	lineage4	PPE25	Rv1787	False	True	False	False	Event_166	211	1	1	1	1
NC_000962.3	GUBBINS	CDS	2028975	2028993	0.000	.	Node_22	Node_21	712.692243	4	['R30396', 'R20896']	2028974	2028983.5	lineage4	PPE27	Rv1790	False	True	False	False	Event_167	19	1	1	1	1
NC_000962.3	GUBBINS	CDS	2028975	2029189	0.000	.	Node_7	mada_151	403.68225	4	['mada_151']	2028974	2029081.5	lineage4	PPE27	Rv1790	False	True	False	False	Event_168	215	1	1	1	1
NC_000962.3	GUBBINS	CDS	2029087	2029112	0.000	.	Node_48	Node_47	1556.188485	6	['mada_126', 'mada_120']	2029086	2029099.0	lineage4	PPE27	Rv1790	False	True	False	False	Event_169	26	1	1	1	1
NC_000962.3	GUBBINS	CDS	2029087	2029112	0.000	.	Node_52	Node_51	324.026584	6	['mada_2-1', 'mada_1-50', 'mada_1-53', 'mada_2-53']	2029086	2029099.0	lineage4	PPE27	Rv1790	False	True	False	False	Event_170	26	1	1	1	1
NC_000962.3	GUBBINS	CDS	2030487	2030521	0.000	.	Node_148	Node_133	1621.156987	4	['mada_2-31', 'mada_1-41', 'MT_0080', 'mada_102', 'TB3334', 'mada_105', 'TB3169', 'M0014888_3', 'mada_151', 'mada_129', 'QC-4', 'QC-8', 'QC-10', '02_R1708', '02_R0894', 'mada_139', 'M0017522_5', 'S0106-01', 'R21770', 'R21839', 'R21363', 'mada_1-32', 'R30396', 'R20896', 'TB3251', 'M0016395_7', 'R15311', '02_R1179', 'TB3162', 'TB2661', 'TB3386', 'M0010874_7', 'QC-7', 'QC-6', 'QC-1', '01_R1430', 'M0011368_9', 'mada_103', 'mada_112', 'mada_124', 'S0123-01', 'S0262-02', '02_R1896', 'mada_2-25', 'TB3237', 'TB4620', 'M0016737_0', 'TB3054', 'mada_126', 'mada_120', '01_R1134', 'mada_1-38', 'TB2968', 'mada_123', 'R23571', 'mada_2-1', 'mada_1-50', 'mada_1-53', 'mada_2-53', 'mada_1-12', 'mada_128', 'mada_1-15', 'N1274', 'N0054', 'QC-3', 'QC-9', 'QC-5', 'N0004', 'mada_1-30', 'R21893', 'R30420', 'R32929', 'R26778', 'R23146', 'R28980', 'R21408', 'R20574', 'R20260', 'R26791', 'R27725', 'R18043', 'R18040', 'R27937', 'R22601', '18_0621851', 'N0155', 'mada_1-11', 'N0145', 'S0085-01', 'S0089-01', 'S0107-01', 'R29598', 'R24100', 'R28581', 'S0256-08', 'R37765', 'M0003941_3', 'mada_115', 'mada_2-42', 'TB2995', 'TB2512', 'TB2981', '706-05', 'TB3113', 'S0070-08', 'R29816', 'R36431', 'R24120', 'R28703', 'R30234', 'R31095', 'R30078', 'R28012', 'R27657', 'R30215', 'R25048', 'TB2780', 'TB3368', '8129-04', 'TB1236', 'TB2659', 'TB1612', 'TB3396', '4549-04', '696-05', '8651-04', 'TB3091', '702-06', '9050-05', '3003-06']	2030486	2030503.5	None	esxM	Rv1792	True	False	False	False	Event_171	35	4	1	1	1
NC_000962.3	GUBBINS	CDS	2030518	2030765	0.000	.	Node_64	TB3251	2065.037007	7	['TB3251']	2030517	2030641.0	lineage4	esxM,esxN	Rv1792,Rv1793	True	False	False	False	Event_172	248	4	1	1	1
NC_000962.3	GUBBINS	CDS	2030604	2030848	0.000	.	Node_24	S0106-01	616.730224	6	['S0106-01']	2030603	2030725.5	lineage4	esxM,esxN	Rv1792,Rv1793	True	False	False	False	Event_173	245	4	1	1	1
